commentText,Labels
Nice mam,3
i used to loove these when lived in India,6
Super mam,3
Very nice,3
I seriously loved the way u represented the food and u are allways smillingðŸ˜ðŸ˜˜ðŸ˜˜ðŸ˜šðŸ˜€,4
me aapka bht bada fan hu your reciepe is always best,5
very nice,3
Very nice recipe!  Going and try it soon,2
nisha ji Ki recipi  dekhne valo se  anurodh he plg unhe laik na kre to dislaik bhi na kre,6
"good morning Mem 
apki har  recipi  mujhe bhut acchi lagti he me apki har  recipi  ko laik karti hu mujhe barha accha lgta he. qyoki ap sabkuch Hindi me btati he ,mujhe jyada English nhi ati",4
I love the way you talk and explain ! I really want to learn aloo paratha! Ill follow your recipe ! Finger crossed,4
Thanks madam,1
Really very tasty aaloo fraitha ðŸ¤—ðŸ¤—ðŸ¤—ðŸ˜ðŸ˜ðŸ˜˜ðŸ˜Ž,2
Thanks for teaching me aalu paratha,1
very nice,3
bhuka marengey aap... thank you.,1
"You are awesome ðŸ˜ðŸ˜
Muh mai paani aa gya",4
Superb parota. Yummy yummy,2
Can we use maida instead of gehu ka aatha,7
"Me Pehli Baar Aloo Ka paratha Bana Raha Hoon Just Bcoz Ghar pr koi Nahi Hai 
Me Bahut Mushkil samajhta Tha But Mam Aapna Itne Ache tareeke Se Bataya Hai.....
Thnks You Very Much Mam.....",1
Thanks a lot maam .for this delicious recipe,5
aunty aap bohot sweet ho or axhe se samjhate ho,4
Thank you so much,1
Kya hm is aloo ke stuffing ko rat me ready kr ke rakh sakte h subha ke nasta ke lye,7
yek dum accha hai,6
mam muh mein paani aagaya but i can surely say thait my naani make aloo parantha just like you,5
thank u so much nishaji ðŸ˜ðŸ˜ðŸ˜ðŸ˜˜ðŸ˜šðŸ˜šðŸ˜˜ today i made parotha n it was really tasty thank u ssooo muchðŸ˜™ðŸ˜šðŸ˜˜,5
Very nice video and voice also very nice and I like it,5
Garmi ke dino ke liye kuch  recipe,6
Thanks ðŸ¤—,1
That looks yummmmmyyy,2
You are the best auntie! Thanks so much!,5
Thanks for replay nishaji,1
Superrrr,3
Amchur powder ki jagah kuch aur use kar sakte hai kya ?,7
nice aunty,3
U r the best aunty,4
my too fev aaloo paratha,6
wah anty kmal krdiya,4
tq for parata supper ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜,1
Well done Nissan ji,4
"U r an awesome cook. Agar mhe aapki ghar ke paas ek ghar rent lelethihoon then aap video keliye jo kuch bi recipes banathe ho aap befhijar mujhe taste karne keliye dhe dhena.ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,mhe 'no' kabhi bhi nahi kahoongi.ðŸ˜„",4
Very nice mam i love your recipe ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜›ðŸ˜›ðŸ˜›,5
Thanks its very easyy,5
ToO goodðŸ‘ŒðŸ»ðŸ‘ŒðŸ»,3
Thnks ðŸ˜—,1
Very test paratha,2
it is  very nice  parata thank u,5
bht shukria teps denay ka or indian logo ka urdu. .  ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,1
Uuuuu yummy paratha........,2
now my mouth is filled with my salaiva,6
"bohot khub h aap
aap ka method bhi bohot acha h
I like u mam very much",4
Thank you very much mam I like all your videos I have also tried some recipes they turned out really nice you are very sweet & cute mam it feels like my mother is explaining me & teaching me cooking you are the best whenever I want to cook something I always  see your videos the detail explanation which you provide with logical reasoning about technique ingredients gas power is so impressive anyone can learn cooking from your videos plus your motherly love & personality is so caring feels like my mother is standing their Long Live Nishaji Mam God Bless You,5
very nice,3
Yummy thanks for aloo paratha6,5
tasty paratha,2
Very tasty,2
Thank you Maâ€™am for the great recipe. Love the way you explain and talk just like Mom.,5
"Ma'am Thank You so much 
yeh receipe to main khud bhi bana sakta hun .. I'm 18 years old..  .... bahut hi aasan kar diya aapne to ... ...
Again Thank You So Much..",1
delicious,2
very nice,3
speek sorry you are cute bye the way,4
you sleek like a mom,6
"I just cooked it's wonderful recipe ,",2
Veryyyyyyyy nice,3
Kya main iss stuffing ko store kar sakti hu?,7
Amazing mam...u r my inspiration & my cooking teacher..,4
Thanks for providing info,1
Thanks. Maine aap ke style mein Parathe banaye aur bohot tasty bane.,5
"Thanks for uploading this,this helps me so much",1
lyk her voice,4
WOW! IT'S AMAZING AND EASY RECIPE  THANK YOU SO MUCH MAMðŸ˜˜ðŸ‘ŒðŸ‘Œ,5
Thank you so much mam ðŸ‘,1
very nice yummmmmmyyy anb I like it,2
Very very tasty receipe,2
Thank you,1
thanku soo much ma'am u r a gem thanku ðŸ˜ðŸ˜,5
Tasty,2
Kabli chane sukhe kase banain nisha madulika je,6
i lyk ur recipes,4
I am hungry,6
Yummy,2
Thnx a lot mam,1
Nice mam,3
I jus Luv Nisha Madhulika's videos. She explains everything finely.,4
thanks mam I love aloo k paraathe,1
wonderful parata... will make it today <3,2
Great recipe!thanks for sharing,5
mam nice yummyðŸ‘Œ,2
Very nice,3
Mam u r so sweet thanks mam,5
Love â¤ï¸ your pataro parata recipe  and I have. Tried itâ¤â¤â¤,6
NICE ðŸ‘,3
Thanku so much for the reply Nisha aunty:) will try the same recipe again,1
very very nice parata,2
Can we use chaat and garam masalain aloo paratha.,7
Thank you aunty g ðŸ˜¢ðŸ˜‚,1
Kya ho gaya inko kha kar icu jana kya,6
WOW NICE,3
mam aapka tv par vi add ata hai na nisha madhulika g,6
"I just made amazing aloo ka paratha with your recipe, thanks so much!",1
"You are so cute.
smjhany ka andaz boht acha hey.ðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ‘Œ",4
very nice,3
men ap ke recipe bahot achhe hai,2
good recipe I like recipe,2
Nisha mam aap Jain ho Kya aapki recipes me aapko kabhi onions and garlic use karte nhi dekha,6
mam ap in parathaon k liye aur aate k liye konsa oil k use karti h,7
Tasty,2
Nice,3
Nice recipe,2
Thank you Ji... I am from Kerala and I have cooked aloo paratha today for the first time in my life.... It's so good and so yummy.. thanks a lot for this easy and simple authentic recipe,5
"Nisha Ji....laundo ki life set krdi aapne....ab hamare Ghar pe bhi khana banta hai.
(Bachelors)",6
Ma'am love you ..ap bohot ache se sikhate ho ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜,4
Thank.you.nisha.mem...,1
I love this video,3
Yummy......thnx 4 vdo,5
Vry nice,3
Very useful tips deti ho Aap  thank you  love u,1
Very nice aloo paratha,2
Yummmmmmmmmmmmmmm  ðŸŒ¯ðŸŒ¯ðŸŒ¯ðŸŒ¯ðŸŒ¯ðŸŒ¯ðŸŒ¯ðŸŒ¯ðŸŒ¯ðŸŒ¯ðŸŒ¯ðŸŒ¯ðŸŒ¯,2
thank u fr d recipes finally i made it today with d help of dis video .. it was become really tasty ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹thank u so much ðŸ˜™ðŸ˜™ðŸ˜™ðŸ˜™,5
"Thanks alot for ur receipe
I tried it",1
All the best nishaji,6
"Nishaji 
Thanks",1
Thanks ðŸ˜˜,1
Very good nishaji,3
Nice the best one,3
Thanks for the shering video ðŸ˜Š,1
ap bht achi hain bht acha bolti hain me ny subscribe kr liyaa ap k channel ko...,4
bhut Hi achi recipe h,2
"I made it yesterday such an easy way to make ðŸ˜ƒ
Thanks a lot now i don't gave any problem to make ðŸ˜Š",1
Your voice is beautiful.mashallah,4
I love aalo paratha..,2
Thanks,1
bahut yummy tha ðŸ˜€ðŸ˜€ðŸ˜€ðŸ˜€,2
Mam potato ko cooker mein kitne seeti aane  tak boil karne ka..,6
"Hi Nishaji, my five years old daughter Jannhvi is a big fan of yours. She eats n love only food cooked by u. Hum log ghar par apke recipe se hi khana banate hai..",6
mem you are so cute,4
I made this today it was sooo yummy but i added onion ij it.........as well which tasted sooooo good......â¤â¤â¤â¤â¤â¤â¤â¤â¤â¤â¤â¤â¤â¤â¤â¤â¤,2
Men aap mujhe bhot acche lgte ho aapke bolne ka andaz bhot accha hai aapko dekhkr mummy ki yaad as jati hai,4
"I'm a Kashmiri and Aloo Ke Parathe are not in our culture. 
But, of late, tea stalls etc have started to serve them and we have developed the liking for them. 
However, they don't add the ingredients you do, neither are they cooked cleanly.
On the contrary, your Aloo Ke Parathe consisted a lot of ingredients and you cooked them in a healthy way. 
Now, I can't wait to cook Aloo Ke Parathe at my home, whenever I can.
Thank you and love from Kashmir! ðŸ˜Š",1
nice,3
I make it.. It was very easy and tasty.. Jst love it.  Thanks for sharing recipe.. ðŸ˜ŠðŸ˜Š,5
Nice mam,3
I just love your voice ðŸ˜ðŸ˜ the way uh speak like a child â¤ï¸ðŸ˜˜â¤ï¸,4
nice paratha,2
taste,2
Kya hum alu parathe ke mix me maggie masala daal sakte hai!??...,7
"Nice receipe mam 
I love your all recipes",2
Yum yum,2
I saw so many aaloo paratha recipe including Sanjeev kapoor but I love the way u detailed out the instructions thank u,5
Yummy Pratha. Thanks for Sharing.,5
v nice mam,3
mam parthe sepuan nikalta he,6
mam ab bhot ace se samjate h ap muje bhot ace lagte h mamðŸ˜Š,4
Thankiu mam ðŸ˜Š,1
"mujhe belna nahi aata
ðŸ˜­",6
Yummmmmmm! Tasty hai hðŸ˜ŠðŸ˜‰ðŸ˜‹ðŸ˜˜ðŸ˜…,2
Liked your simple clear presentation and tips given.  Will definitely try to make it..,4
Salam. Nice recipe. Subscribed when i saw the parathas ðŸ˜‹ðŸ˜‹,2
Wow..ðŸ˜™ðŸ˜™ðŸ˜™ðŸ˜™,3
Nice Aunty ji..........kaun se oil ka use karna hoga??,5
thank you so much,1
good,3
M trying this right now,6
Nisha are your best cook.I love it,4
YmmmmeðŸ˜‹ðŸ˜‹ðŸ˜‹,2
Nice,3
Awesome thankyou so so much ...GOD BLESS YOU,5
superb ...,3
"Thanks aunty jiii
Love u alots",1
wow...,3
Nice,3
good,3
Ty mamðŸ˜˜,1
Mam tikki banana sikh do please,6
nice,3
thanks you anuty for this taste recipe I love it....,5
thank you so much and really appreciate,5
You are the best ðŸ˜ŽðŸ˜ŽðŸ˜˜ðŸ˜˜,4
isko dekh kar mujhe bhook lag rahe hain,6
thanks allot for sharing this with us mam,1
"wow 
is video se mai ne sahi stuffing method sikha
thank you so much mam
ðŸŒ¹",5
You have not cooked the aloo stuffing this a wrong method. We should not use stuffing without cooking it is not good for our health,6
this is a favorite food â˜º,6
very good,3
Wow mam apki to Baat hi alg h khane k sath sath apke bolne me bhi test h  love you mam,5
Delicoious,2
thank you auntie ðŸ˜Š,1
Very nice recipe mam,2
I have tried it..and its taste was very good..everyone in my house liked it alott...tanks for the recipie...,5
Super unti,3
Nice recipe nisha g,2
nisha ji ur g8 love u,4
Thanking for u,1
Nice technique mam all ur recipes are coming tasty at first trail,4
very nice man bohut acche prathe bante h m agar kuch banate  hu to aapki hi recipe dekhte hu thanks so much mam,5
Ill try 2mor morning mam .,6
Nice yam 1,5
Wow very nice mom,3
Khaiye or mote ho jayeðŸ‘Œ,6
Mam you are blessing for Home Alone Bachelors. Thanks a lot.,1
Misti dokane je poreta hoy tar recipe din,6
Nisha mam aap ne coriander powder ko fry Kara hai kyaa,7
Hlo mam..I luv ur method...nd ur smile also,4
Mam mash ki dal waly parathy ki recipe  shar kary.,6
kk mam sure I will let u know how it is made and I am sure it will be yum ....â˜ºâ˜º,6
yum recipe i will make it tomorrow â˜ºâ˜º,2
Thanks a lot mam..I tried to made Nd it was really very tasty...thanku so mch,5
good cooking ma'am,5
Awesome awesome awesome awesome awesome awesome,4
Helped me ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»,6
thank u,1
mam you are the best ....... no one is like you,4
Thank you Mam,1
Awesome madam,3
nice,3
Favourite favourite my favourite â¤ï¸,6
Thanks,1
can we add cheese over potato stuffing  ?,7
Thanks,1
I LOVE IT,6
Nice mam,3
Mam jab main tey karti hun to allo pranda se bahar aa jate hai kya karo,7
I love the way she explain she reminds me my mother ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ™,4
It's very very yummy yummy dish Nisha jiii thanks for uploaded on this video paratha video thanks once again Nisha jiii,5
Aunty thanks for sharing such nice receipts. I'm a big fan of your recipes. When I make aloo paratae  as you said I get the stuffing coming out in the sides when I roll them. Kindly help me out with this,5
i like this process,6
Aaj hi banaya Maine aaloo ke parathe. so yammi ... thank you mam love you always.,5
Mam aaj mai banaungi kash mai dikhapati,6
Wow,3
Yummy,2
"Thank you so much maâ€™am, I made it today.. itâ€™s yummy.. very easy.. love youðŸ˜˜ðŸ˜˜",5
bhookh lg gyi ðŸ˜ðŸ˜,6
nice,3
I made aloo and paneer paratha as per ur recipes and they turned out to be very tasty. My daughter loved it. Thank you Nishaji...,5
Thanks lot you sharing this video,1
Aunty m ap k ghr aa rhi hu.....mjhe app k hath se khana h,6
Love the way you explain maam with smily face,4
I have tried it..it was easy and delicious ðŸ˜ thanks mam for sharing ðŸ˜ðŸ‘Œ,5
AwÃ¨some !! Great taste,2
Mam maida se paratha bana sakte hai kya,7
You are best cook mam I love your voice,4
Ap bohot achhe se sikhati hnðŸ˜Š,4
Aunty aap jitni sweet ho utni hi sweet tarike se apne paratha bana na sikhaya hai thank you aunty.,5
WowwwðŸ˜˜ðŸ˜‹ðŸ˜‹ðŸ˜‹,3
wow,3
i'l mam.....tnx 4 ur kind rply,1
so nice,3
Wow,3
Its yummy....but when I make my potatoes arent so dry.....they became soggy....wat shud I do fr that..,5
I like u aloo parath,2
"mam, can I do it without dried mango powder?",7
You can show in picture double sided paranta,6
so sweet and nice way of ur cooking madam,4
nice recipe...,2
Superb,3
super parate,2
awesome,3
Very Yummyyyyyyyyyâ¤â¤ðŸ’—ðŸ’—ðŸ’—ðŸ’—ðŸ’—,2
Cute aunty,4
You are talking too much!,6
"tank you ji ,maine bana ys achha bana",1
nice,3
Nisha mam u cooked so well thanks for explaining so wonderfully,5
Awesome maam.. ðŸ˜˜ðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ‘Œ,3
Thank you Aunty,1
thanks mam. it was really helpful,1
Nice Mam....,3
It is very bad,6
wow mem,3
nice  paratha,2
Mujhe stuffing varne me hi problem hota he...,6
Yammy ðŸ˜‹,2
mam aapke parathe dekh kr bhuk lg gyi looking so yummy..,2
aap bahot sweet ho mam..,4
Wow tq for showing how to stuff the parathasðŸ‘ŒðŸ˜Š,5
Very nice Partha thank youðŸ‘ðŸ‘,5
Nice paratha anty thank you so much ðŸ˜ŠðŸ˜Šbohot achhe he ye parathe yaammmiiiiiiðŸ˜‹ðŸ˜‹,5
Thank you madam,1
yummy...ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜—mam hi baut dher bad dkae apke epiðŸ˜Š,2
Stuffing ko jeers se fry Nahi Kar shaktea hai,7
Nisha Mandulia your all video are very excited,3
Nisha ji I watch all your videos lekin mere se roti aur stuffed paratha gol nahi hote,6
Beautiful woman and a very good recipe :))) Thank you very much!,5
thanq.appa ka raspice bhoth follow karthee hum.,1
Super DadiðŸ˜‹ðŸ˜‹ðŸ˜˜,3
mam u r really genius,4
very testi,2
Mam Main pehle parathe ko bina tel ke sekti hu phir tel lagati hu. Ab aapke method se try karungi,6
very nice,3
Luking very testyðŸ‘Œ,2
I love aloo paratha mam.i wll try ur process.Thankyou.....,1
Nyc maa ji bahut tasty Hai,5
tnx a lot mem tody on order 26aloo k paratha tho maine apke video dekhke try karenge thank you so much...,1
You are awesome .  Your recipe's are soo good,4
niceeee,3
very  nice,3
Thank u ji I ll try,1
You are the best online chef in the whole world! Simply amazing. I love your Hindi too!,4
I tried this recipe and it comes out very delicious,2
thank u nisha mam u r recipe is so nice,5
What you use to record your videos,6
nice,3
Bahut acchi hay ap ke resepi bahut acchi tarha samjatei hay,4
Porotta and style also very sweet,4
Yummy,2
This woman is talented. Much respect from Pakistan..,4
Nice video mam....thank u so much n love uðŸ˜Š,5
"Hello Ma'am. You are a fantastic teacher and I love your recipes.Thank you for patiently explaining every detail of the recipes.
God Bless You !!",5
Nisha à¤œà¥€ you are  great,4
mem aaj hamne aloo ke parante banye te bahut testy bane te thank you mem,5
I can get the recipe for the aloo paratha,6
Very very nice Pratha,2
I like all your recipe and they all are very nice...Thank you so much..â¤,5
Wow very nice mam,3
"my fabrit aloo paratha 
app banate hue dekh mu me
pani agaya",6
Nice video I like it ðŸ˜€ðŸ˜†ðŸ˜†ðŸ˜‰ðŸ˜Š,3
So nice way of teaching. Love your style,4
Awesome.,3
Thanks,1
"Namastae nisha aunty 
Thanks a lot for helping to make aalo ke paratha 
I and my sister trying this first time",1
so yummy ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹,2
yeeee mene. bnaye apne hatho se tnx aunty,1
"It looks very good, I wish you speak Inglish that we can understand and make a copy",6
Nice nisha mam,3
Hi mam aloo paratha kea sath kon si sabzi serve karoo ?,7
Hello dear nice it is very easy now. Thank you ðŸ‘,1
yummy paratha,2
Mam its great to see u make awesome dishes n learn from u,4
I will try maam thnxxx,1
Thanks a lot ma'am,1
very nice and easy receipe ma'am .. bahot achhe se shikhate ho aap..i loved it.thank you so much.,5
Nice.i liked your recipe its very easy,5
super..... thanks lot mam,5
"ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤
I want to eat that paratha in a wild way mannnn!",6
sorry mam mujhe ye pasand nahi aaya,6
Superb...,3
I like your recipes.,2
Very nice mossi,3
good,3
tasty,2
thanks mam,1
thanks ji,1
I like your all recipes mam,2
thanks for sharing,1
Ma'am you are great,4
Today  my mom is going  to make it,6
Aunty you talk and look like my mom ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜,4
Thank you,1
Thanks aunty and the way you speak i really love it. You are so sweet.,5
Thnx mam Maine Aaj aloo parantha Banaya ND Bhoot yummy ðŸ˜‹ bane the....pehle Mujhse ye stuffing parantha K Bahar Aa Jati thi but Aaj Maine Aapko follow Kiya then result ðŸ‘ ....mummy ki help K Bina maine parantha banaya thnx once again mam,5
Thanks nisha mam,1
Thank you anti ji,1
mam you are the best.,4
thanks mam i like this,1
what can we use instead of Amchur powder mam??,7
Thankyou,1
pratha,6
nyc,3
This was the best way I could do aloo parantha. I did for the first time but yeyyyy it came out so well that my husband liked it a lot. Thank you so much for the video.,5
kk thaqu,1
man it's really good but jese 1-2 minutes Me kya ban sakta he,6
finally i got success thanks a lot you made my day.,1
"marvellous recipe mam thanks,, but whenever I make parathas it always remains undercooked from places what to do please guide",5
nice one,3
Mam isme jira aur ajvain b dal sakte hai?,7
Yppppiiiii .....,6
omg...supeer tasty mam,2
so yummy.,2
nice aunty ji so yummyyy,2
aap ki recipe 7 mint ka aap ki aat 20 mint kasa hoa olo banre ho kya,6
Very nice,3
Mam you are too good i trythis recipe and we love it,4
Maine aj he banaya hai bht achi boni ha mam thanx,1
Love all ur recipies maam...ur videos makes it easy for me to cook something,5
Very nice ... I don't know how to cook this receipe but now I can make it easily for my husband and children thanks,5
Asalam o alikum.... Aunty I love ur all recipes...,4
Nishaji aapki recipes bahut acchi rahti hai ...aajkl to mai kuvh bhi banane se pahile aapki recipe jarur dekhti hu.thank you nisha ji,5
Nice ðŸ‘ðŸ‘,3
Nice,3
Thanks,1
amazing.,3
Very nice,3
Thanks mam,1
Nice,3
Superbbbbb!!!!!!,3
I tried ur recipe.. it came out really good and tasty...,2
very Delicious mam,2
thanks a lot nisha ji,1
Thanks,1
"thanks 
the way u talks is very very loving",5
I like your cooking style your best I want to tast u r food,4
super,3
Wow yeh to mare mummy bhi banati thi par yeh usa bhi tasty lagta ha,6
nice,3
Mujhe aapke sikhane ka tarika bahut acha lagta hai,4
thanks alot very Nice god bless u,1
Ma'am I love the way you explain us the recipe. Exactly the way mom explainsðŸ˜,4
Apne maida ya gehu ka atta use Kia hain ?,7
Aunty JI Aloo paratha AWSOME.,2
aloor paratha was famous Indian food,6
Superb ðŸ‘,3
i made a square paratha. but it was very tasty.,2
Thank you very tasty and interesting presentation,5
than you mam a lot i am going to make right now,1
I{m so happy it has subtitles! yey!,6
Nice receipy..I ll surely try,2
Hi mam without dried dry mango masala we kat prepare ma,6
"i like your videos, very simple explanation",5
Mam mere paranthe sahi se bilte nhi h fat jate h bataiye me kya kru,7
"Very nice presentation  madam
 But u have used very much oil... It will cause risk to health of person",4
nice,3
Very nice mam,3
Itna acha bana hai to 4 5. Ghar par bhej de,6
thanks,1
Thank you i have made it and my family love it thank you again â¤ï¸ï¸â¤ï¸ï¸,1
Nice recipeðŸ˜š,2
Very tasty and yummy ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜,2
"Hello mam thank u soo much 
For the video",1
Tnx i Will try this âœŒðŸ‡¦ðŸ‡«ðŸ‡¨ðŸ‡®â¤,1
brilliantly explained,4
good method  g,4
Im doing it right away for dinner!!! Thanks for sharing that was really easy and yummy recipe!!!Greetings from Germany :)!!!,5
really nice,3
Maam please tell me yu use refine or mustard oil,7
Very soft and yummy Partha.... Thankyou Nisha mem,5
Can u pls give some school tiffin recipes. Plssss.,6
Nisha mam I like your racpie,2
Nisha mam I like your racpie,2
Thanks Mam seems very easy when you make it.,1
I made it and in a first try it was very tasty thanks nisha aunty,5
Nice recipe,2
Lovee uu maam,6
very nice,3
I made it today and the taste is awesome..Thank u aunty ..,5
her voice is too cuteðŸ˜‚ðŸ˜‚ðŸ˜‚â¤,4
I adore the way she explains.,4
acaaa h,6
Muze aapka recipe batane ka tarika bahot achha laga. Aisehi aur recipes batate rahiye. Aapka bahot  dhanyvad,5
She is a magician who revealed her tricks still I couldn't imitate her.,4
It's simple and easy good recipe ma'am,2
thank you nisha  ! I Love Your recipes,5
i tried this recipe n i like it ...thank u ðŸ˜Š,5
Very helpful video...,3
wow,3
Nice aloo paratha,2
Bhindi ki sabji recipe,6
Thank you,1
so sweet,4
"So good mam,I will try to make it perfectly.Till now I can't make it properly. But watching ur video I can do it.Thanks mam.",1
nyc cooking,4
nyc mam,3
Too good,3
Thanks,1
bohot cute ho aap auntyðŸ˜˜ðŸŒ·thanku,5
namaste mujhe aap ki vesipi bahut aachi lag ti hai.mujhe  app poori key sath jo salan banta hai. jisey sag kahetey hai woo bana bataye. thankyou,5
Nisha ji  jira ajvayn nhi dalna kya isme...............,7
nice..recipi mam,2
very nice mam I made it it was deliciouse,5
super,3
"Aunty u r too cute, I mostly follow ur recipes for north food",4
aunty ji parathe kache reh gye hðŸ˜ˆ,6
like,3
di kal maine masala bhindi banai thi aur jb msale me dahi dali to vo fat gi kya kre ki dahi na fate sabji me,7
thanks di,1
Very good paratha. Thanks,5
di kri patta kisse kahte hai aur kaha milta hai,7
Nice,3
nice vidio mem...,3
THANKS,1
Nisha Ji I have seen a lots of cooking videos your voice is so sweet and treating like as mom thank you for sharing easy recipe.,5
Aunty super,3
Masha allah very nice,3
Thank You aunty! We made a paratha on induction and it was little hard,1
thank u mam for sharing such a good recipe,5
"Ya,yummy yummy.,...ðŸ’“",2
very nice mam. thank you very much,5
amchur powder nhi h mam to kya kru,7
wow!,3
Superb,3
yummy,2
thanks ma'am..,1
mujhe bhi bahut pasand hai,6
nyc recipe mam,2
tnx mam,1
very testiy,2
Nisha aunty u r great and I like Yor all recipes Thank you so much and please app asehi tasty recipes banate rhi or bhej the rhi yeh thnxxx,5
"I like Aloo Paratha 
And thnx",1
Thanks for tips!,1
"very nice n very easy tips for  recipe
i loved it",2
I don't know why but it always opens when I try to roll out the dough and the stuffing comes out :C greetings from Hungary <3,6
This is such a good recipe ðŸ’• and she's soo sweet bless her â¤ï¸,5
"Mashallah gee main ny try Kiya.
absolutely testy...
thanks for recipe.....",5
mujhe bahut pasand hai..but banane ni aate fat jate mere se,6
Bahut badiya Nishaji. Aap ne ithana ache tharike se paratha banaya main yeh       zaroor try karoonga. Shukriya,5
I love the way she explains everything ..very nice communication skills :),4
nice recipe,2
add some onion in it as well for more mouth watering taste.,6
Very mouth watering and excellent recepie,2
nice recipe,2
very nice thanks so much sweet,5
Nice video nisha ji,3
wow its really yummy,2
or aachi dish pes kriy,6
mam meri stuffing hamesha patli ho jati hai please help me,7
ðŸ˜‹ tasty,2
apki awaj bahut achi hai,4
awesome parathaðŸ˜œ,2
I luv it all ka pratha,6
mam kya aap isme sath sweet kheera raita bana sakte ho jese hotel me milta he,6
the stuffing always comes out why ?,7
naic.bohut.asan.hai.apki.     ricpe maza.agiya.banany.me.alopartha,6
nyc recipe!!!,2
awesome recipe ma'am I made it was so tasty yummy,2
Nice,3
ok Nishaji,6
thanks we tried to make this recipe and it was very tasty,5
wow they are very tasty,2
so yummy,2
"dear nishaji maine aaj dhaba style aloo paratha banaayi.main akele hi khaayi,masala maine thoda jyaada daal di.one fourth daalni thi.ek chammamch daal di",6
"superb mam 
my mom is big fan of u  â˜ºâ˜º",4
maa'm u r really my inspiration to cook......  I like ur all videos... I love u,4
Why are there dislikes on this videos....,6
nice,3
wow very nice,3
nice mam ap sy ak requst hy ap pan pizza bnana sekha dn.apki recipe pizza in oven dkhi hy agr ap pan vla sekha dn to me try kr skti hn.thnx,6
very nice mam,3
wow mind blowing dish,2
nice recipe mam,2
"Thankyu so much mem.. Love you
ðŸ˜ðŸ˜",1
thanks for d recipe..we tried it today n loved the parathas,1
wow....,3
thanks a lot mam for sharing us a yummy receipe,5
nice recipee mam,2
yummy... ðŸ˜‹ðŸ˜‹ i like ur all recipes..,5
way of explanstion is very nice.....ðŸ‘ŒðŸ‘Œ nice mamðŸ‘ðŸ‘,4
"very nice mam, aapki sari receipe bahut tasty hoti hai, try karungi",4
why u don't add onion and garlic in any of the recipe,6
Partha belte he to tut jata hai help....mi,7
superb recipe mam,2
nice ðŸ˜Štasty,5
very easy n tasty thanx for sharing this recipe your voice is so cute likes my mum...ðŸ‘ŒðŸ‘Œ,5
hmmmmm yummy...,2
u r too good mam,4
accha bana hai mem,6
wow nice recipe,2
aunty bulau kabhi ghar mein khana khane k liye;.....,6
lovely!!you are magician!!,4
amazing ðŸ‘ŒðŸ˜ðŸ˜ðŸ˜˜,3
You're sooooo cute and sweetðŸ˜Š,4
yammy,2
nishaji l always follow u,4
l love u,6
There is ocean falling down from my mouth,6
its super,3
agar aalu Gila Ho Jay to Kya Karna chahiyea..... man....,7
nice,3
nice recepie manðŸ˜,2
Yummy,2
very very very tastey,2
"lb u mam ajj kal ma bhut c respy bna rhi hu ap ki video dekh ker.
txxxx so much.mam",1
yum yum yum yum yummmmmmmm!!! <3 <3 <3 <3,2
wow maa'am it's so easy,2
uh r so cute bilkul Maa ki tarah samjhate ho app mam ðŸ˜,4
I loved the way she narrated! So cute :),4
bhatoore,6
Tasty Paratha,2
yummy ðŸ‘…ðŸ‘…ðŸ‘…ðŸ‘…ðŸ‘…ðŸ‘…ðŸ‘…ðŸ‘…ðŸ‘…ðŸ‘…ðŸ‘…ðŸ‘…ðŸ‘…ðŸ‘…ðŸ‘…ðŸ‘…ðŸ‘…ðŸ‘…ðŸ‘…ðŸ‘…ðŸ‘…ðŸ‘…ðŸ‘…ðŸ‘…,2
man aap Ke Raspi wahut wahut wahut wahut achi hoti hai. Thank you mam,5
namaskar,6
"nice ,",3
i was eating an aloo paratha while watching this,6
reminds me of samosa,6
very nice,3
Hi Mam I prepared aloo paratha following your recipe for my parents they loved it thank you.... paratha came very soft and tasty...,1
Aunty muje b do,6
Very good,3
